feature_id	locus_id	coordinates	feature_type	name	group	group_type	category	fill_colour	stroke_colour	show_label
SRR35808611_ctg514|provirus_397177_435424_CDS_0011	SRR35808611_ctg514|provirus_397177_435424	5029:6102:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0011	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0012	SRR35808611_ctg514|provirus_397177_435424	6108:6350:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0012	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0013	SRR35808611_ctg514|provirus_397177_435424	6659:7159:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0013	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0014	SRR35808611_ctg514|provirus_397177_435424	7326:7496:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0014	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0015	SRR35808611_ctg514|provirus_397177_435424	7536:8810:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0015	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0016	SRR35808611_ctg514|provirus_397177_435424	8883:10370:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0016	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0017	SRR35808611_ctg514|provirus_397177_435424	10435:11283:-1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0017	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0018	SRR35808611_ctg514|provirus_397177_435424	11441:12253:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0018	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0019	SRR35808611_ctg514|provirus_397177_435424	12302:14119:1	CDS	endolysin	SRR35808611_ctg514|provirus_397177_435424_CDS_0019	conserved	lysis	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0020	SRR35808611_ctg514|provirus_397177_435424	14120:16381:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0020	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0021	SRR35808611_ctg514|provirus_397177_435424	16358:16591:-1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0021	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0022	SRR35808611_ctg514|provirus_397177_435424	16606:17259:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0022	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0023	SRR35808611_ctg514|provirus_397177_435424	17259:17849:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0023	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0024	SRR35808611_ctg514|provirus_397177_435424	17806:18009:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0024	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0025	SRR35808611_ctg514|provirus_397177_435424	18065:18868:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0025	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0026	SRR35808611_ctg514|provirus_397177_435424	18858:19649:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0026	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0027	SRR35808611_ctg514|provirus_397177_435424	19760:20005:-1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0027	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0028	SRR35808611_ctg514|provirus_397177_435424	20022:20918:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0028	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0029	SRR35808611_ctg514|provirus_397177_435424	21092:21349:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0029	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0030	SRR35808611_ctg514|provirus_397177_435424	21369:22118:-1	CDS	transposase	SRR35808611_ctg514|provirus_397177_435424_CDS_0030	conserved	integration and excision	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0031	SRR35808611_ctg514|provirus_397177_435424	22243:22806:-1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0031	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0032	SRR35808611_ctg514|provirus_397177_435424	22995:23618:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0032	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0033	SRR35808611_ctg514|provirus_397177_435424	23525:23860:-1	CDS	excisionase and transcriptional regulator	SRR35808611_ctg514|provirus_397177_435424_CDS_0033	conserved	integration and excision	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0034	SRR35808611_ctg514|provirus_397177_435424	23838:24077:-1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0034	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0035	SRR35808611_ctg514|provirus_397177_435424	24630:25148:1	CDS	transcriptional repressor	SRR35808611_ctg514|provirus_397177_435424_CDS_0035	conserved	transcription regulation	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0036	SRR35808611_ctg514|provirus_397177_435424	25141:25650:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0036	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0037	SRR35808611_ctg514|provirus_397177_435424	25647:25910:-1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0037	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0038	SRR35808611_ctg514|provirus_397177_435424	25907:26872:-1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0038	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0039	SRR35808611_ctg514|provirus_397177_435424	27073:27315:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0039	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0040	SRR35808611_ctg514|provirus_397177_435424	27395:27658:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0040	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0041	SRR35808611_ctg514|provirus_397177_435424	27729:28103:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0041	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0042	SRR35808611_ctg514|provirus_397177_435424	28162:28521:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0042	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0043	SRR35808611_ctg514|provirus_397177_435424	28530:28811:-1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0043	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0044	SRR35808611_ctg514|provirus_397177_435424	28862:29176:-1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0044	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0045	SRR35808611_ctg514|provirus_397177_435424	29364:29597:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0045	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0046	SRR35808611_ctg514|provirus_397177_435424	29647:30201:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0046	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0047	SRR35808611_ctg514|provirus_397177_435424	30318:32105:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0047	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0048	SRR35808611_ctg514|provirus_397177_435424	32102:35329:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0048	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0049	SRR35808611_ctg514|provirus_397177_435424	36336:36482:-1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0049	conserved	unknown function	default	default	0
SRR35808611_ctg514|provirus_397177_435424_CDS_0050	SRR35808611_ctg514|provirus_397177_435424	36626:38248:1	CDS	hypothetical protein	SRR35808611_ctg514|provirus_397177_435424_CDS_0050	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0001	SRR35809336_ctg10052|provirus_1805875_1849128	1:285:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0001	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0002	SRR35809336_ctg10052|provirus_1805875_1849128	313:1281:-1	CDS	tail fiber assembly	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0002	conserved	tail	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0003	SRR35809336_ctg10052|provirus_1805875_1849128	1334:4030:-1	CDS	central tail fiber J	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0003	conserved	tail	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0004	SRR35809336_ctg10052|provirus_1805875_1849128	4027:4470:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0004	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0005	SRR35809336_ctg10052|provirus_1805875_1849128	4470:4850:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0005	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0006	SRR35809336_ctg10052|provirus_1805875_1849128	4907:5284:1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0006	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0007	SRR35809336_ctg10052|provirus_1805875_1849128	5290:5805:-1	CDS	minor tail protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0007	conserved	tail	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0008	SRR35809336_ctg10052|provirus_1805875_1849128	5798:6166:-1	CDS	virion structural protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0008	conserved	head and packaging	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0009	SRR35809336_ctg10052|provirus_1805875_1849128	6166:7920:-1	CDS	tail length tape measure protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0009	conserved	tail	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0010	SRR35809336_ctg10052|provirus_1805875_1849128	7917:8213:-1	CDS	tail length tape measure protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0010	conserved	tail	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0011	SRR35809336_ctg10052|provirus_1805875_1849128	8306:8635:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0011	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0012	SRR35809336_ctg10052|provirus_1805875_1849128	8665:9597:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0012	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0013	SRR35809336_ctg10052|provirus_1805875_1849128	9600:9788:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0013	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0014	SRR35809336_ctg10052|provirus_1805875_1849128	9785:10246:-1	CDS	portal protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0014	conserved	head and packaging	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0015	SRR35809336_ctg10052|provirus_1805875_1849128	10236:10739:-1	CDS	tail completion or Neck1 protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0015	conserved	connector	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0016	SRR35809336_ctg10052|provirus_1805875_1849128	10739:11167:-1	CDS	head-tail adaptor	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0016	conserved	connector	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0017	SRR35809336_ctg10052|provirus_1805875_1849128	11164:11382:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0017	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0018	SRR35809336_ctg10052|provirus_1805875_1849128	11588:12538:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0018	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0019	SRR35809336_ctg10052|provirus_1805875_1849128	12634:12975:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0019	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0020	SRR35809336_ctg10052|provirus_1805875_1849128	13117:14016:-1	CDS	major head protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0020	conserved	head and packaging	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0021	SRR35809336_ctg10052|provirus_1805875_1849128	14043:14846:-1	CDS	virion structural protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0021	conserved	head and packaging	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0022	SRR35809336_ctg10052|provirus_1805875_1849128	14868:15998:-1	CDS	head maturation protease	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0022	conserved	head and packaging	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0023	SRR35809336_ctg10052|provirus_1805875_1849128	16107:17744:1	CDS	portal protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0023	conserved	head and packaging	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0024	SRR35809336_ctg10052|provirus_1805875_1849128	17737:18438:1	CDS	minor head protein and DNA pilot	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0024	conserved	head and packaging	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0025	SRR35809336_ctg10052|provirus_1805875_1849128	18546:19517:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0025	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0026	SRR35809336_ctg10052|provirus_1805875_1849128	19928:20131:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0026	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0027	SRR35809336_ctg10052|provirus_1805875_1849128	20260:20757:1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0027	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0028	SRR35809336_ctg10052|provirus_1805875_1849128	20858:21715:1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0028	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0029	SRR35809336_ctg10052|provirus_1805875_1849128	21754:23667:-1	CDS	tail fiber protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0029	conserved	tail	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0030	SRR35809336_ctg10052|provirus_1805875_1849128	23667:23942:-1	CDS	tail fiber protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0030	conserved	tail	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0031	SRR35809336_ctg10052|provirus_1805875_1849128	23960:24196:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0031	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0032	SRR35809336_ctg10052|provirus_1805875_1849128	24196:25905:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0032	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0033	SRR35809336_ctg10052|provirus_1805875_1849128	25902:26144:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0033	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0034	SRR35809336_ctg10052|provirus_1805875_1849128	26141:26758:-1	CDS	terminase small subunit	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0034	conserved	head and packaging	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0035	SRR35809336_ctg10052|provirus_1805875_1849128	26761:27060:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0035	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0036	SRR35809336_ctg10052|provirus_1805875_1849128	27057:27389:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0036	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0037	SRR35809336_ctg10052|provirus_1805875_1849128	27389:27964:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0037	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0038	SRR35809336_ctg10052|provirus_1805875_1849128	27957:28712:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0038	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0039	SRR35809336_ctg10052|provirus_1805875_1849128	28782:29216:-1	CDS	late transcriptional activator	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0039	conserved	transcription regulation	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0040	SRR35809336_ctg10052|provirus_1805875_1849128	29219:29455:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0040	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0041	SRR35809336_ctg10052|provirus_1805875_1849128	29452:29655:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0041	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0042	SRR35809336_ctg10052|provirus_1805875_1849128	29655:29927:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0042	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0043	SRR35809336_ctg10052|provirus_1805875_1849128	29983:30522:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0043	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0044	SRR35809336_ctg10052|provirus_1805875_1849128	30519:30857:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0044	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0045	SRR35809336_ctg10052|provirus_1805875_1849128	30854:31147:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0045	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0046	SRR35809336_ctg10052|provirus_1805875_1849128	31144:33351:-1	CDS	transcriptional regulator	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0046	conserved	transcription regulation	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0047	SRR35809336_ctg10052|provirus_1805875_1849128	33348:33473:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0047	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0048	SRR35809336_ctg10052|provirus_1805875_1849128	33470:33691:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0048	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0049	SRR35809336_ctg10052|provirus_1805875_1849128	33703:34230:-1	CDS	Mu Gam-like end protection	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0049	conserved	DNA, RNA and nucleotide metabolism	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0050	SRR35809336_ctg10052|provirus_1805875_1849128	34220:34573:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0050	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0051	SRR35809336_ctg10052|provirus_1805875_1849128	34570:34911:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0051	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0052	SRR35809336_ctg10052|provirus_1805875_1849128	34904:35329:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0052	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0053	SRR35809336_ctg10052|provirus_1805875_1849128	35326:35958:-1	CDS	transcriptional regulator	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0053	conserved	transcription regulation	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0054	SRR35809336_ctg10052|provirus_1805875_1849128	35960:36709:-1	CDS	DNA transposition protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0054	conserved	integration and excision	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0055	SRR35809336_ctg10052|provirus_1805875_1849128	36761:38956:-1	CDS	transposase	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0055	conserved	integration and excision	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0056	SRR35809336_ctg10052|provirus_1805875_1849128	38953:39060:-1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0056	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0057	SRR35809336_ctg10052|provirus_1805875_1849128	39057:39506:-1	CDS	transcriptional regulator	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0057	conserved	transcription regulation	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0058	SRR35809336_ctg10052|provirus_1805875_1849128	39506:40555:-1	CDS	ParB-like partition protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0058	conserved	DNA, RNA and nucleotide metabolism	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0059	SRR35809336_ctg10052|provirus_1805875_1849128	40909:41790:1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0059	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0060	SRR35809336_ctg10052|provirus_1805875_1849128	41845:42381:1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0060	conserved	unknown function	default	default	0
SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0061	SRR35809336_ctg10052|provirus_1805875_1849128	42712:43254:1	CDS	hypothetical protein	SRR35809336_ctg10052|provirus_1805875_1849128_CDS_0061	conserved	unknown function	default	default	0
SRR35808611_ctg707|provirus_5227802_5272024_CDS_0001	SRR35808611_ctg707|provirus_5227802_5272024	1:1017:1	CDS	transposase	SRR35808611_ctg707|provirus_5227802_5272024_CDS_0001	conserved	integration and excision	default	default	0
SRR35808611_ctg707|provirus_5227802_5272024_CDS_0002	SRR35808611_ctg707|provirus_5227802_5272024	1251:1436:-1	CDS	hypothetical protein	SRR35808611_ctg707|provirus_5227802_5272024_CDS_0002	conserved	unknown function	default	default	0
SRR35808611_ctg707|provirus_5227802_5272024_CDS_0003	SRR35808611_ctg707|provirus_5227802_5272024	1433:1939:-1	CDS	hypothetical protein	SRR35808611_ctg707|provirus_5227802_5272024_CDS_0003	conserved	unknown function	default	default	0
