contig_id	contig_length	viral_length	aai_expected_length	aai_completeness	aai_confidence	aai_error	aai_num_hits	aai_top_hit	aai_id	aai_af	hmm_completeness_lower	hmm_completeness_upper	hmm_num_hits	kmer_freq
SRR35808611_ctg249|provirus_5956087_5983457	27371	NA	63100.79493869419	43.37663261864196	low	16.7308326916731	7	CheckV-011986	30.43	14.51	37.30521032761821	83.66941300389013	16	1.0
SRR35808611_ctg321|provirus_1197778_1215963	18186	15675	47432.796680747444	33.04675477076043	medium	8.19045947082916	20	CheckV-020097	40.1	32.03	20.63233902267056	49.896008242939445	11	1.0
SRR35808611_ctg442|provirus_3721232_3760862	39631	NA	38441.41433118573	100.0	medium	6.55313837375178	7	CheckV-043490	41.5	22.95	80.27359428981663	99.25129398810253	19	1.0
SRR35808611_ctg442|provirus_4085068_4130200	45133	NA	44908.85302133229	100.0	medium	7.00366091186278	17	CheckV-015870	56.22	44.62	67.17780816056472	100.0	28	1.0
SRR35808611_ctg514|provirus_65875_84826	18952	NA	39006.36707054622	48.586939577643186	medium	8.26190467220944	3	CheckV-009246	45.06	24.63	10.58	55.20000000000001	1	1.0
SRR35808611_ctg514|provirus_397177_435424	38248	NA	30125.000000000004	100.0	medium	7.77568987716185	1	CheckV-009246	49.43	12.67	21.34	100.0	1	1.0
SRR35808611_ctg514|provirus_1250261_1300284	50024	NA	52109.925841662	95.9970661865838	medium	5.36852754066194	4	CheckV-043737	48.02	22.36	64.59007510711717	99.99999999999999	16	1.0
SRR35808611_ctg691|provirus_3883369_3899580	16212	NA	153653.00449250574	10.551046530815297	low	16.0886513846799	21	CheckV-000133	49.6	10.41	27.799999999999997	49.69	1	1.0
SRR35808611_ctg707|provirus_2599798_2638515	38718	NA	43978.73239445316	88.03800812795443	medium	7.78352135796864	52	CheckV-016628	45.51	29.87	75.70369969296026	99.15378655464173	18	1.0
SRR35808611_ctg707|provirus_4130438_4148164	17727	NA	46851.74245031995	37.83637293489592	medium	8.19045947082916	11	CheckV-006590	42.27	31.92	28.73239161091893	50.099005247299814	7	1.0
SRR35808611_ctg707|provirus_5227802_5272024	44223	NA	43924.3588772983	100.0	high	2.32417655550891	12	CheckV-033124	58.11	22.17	76.96336162799741	100.0	10	1.02
SRR35808611_ctg707|provirus_5347710_5392557	44848	NA	45234.33160043892	99.14593277546038	low	13.7450815046115	74	CheckV-016151	47.37	14.74	61.357599184543794	99.99999999999999	21	1.01
SRR35808611_ctg766|provirus_1422151_1433424	11274	NA	44140.14536641611	25.54137487861059	medium	8.09239400932085	14	CheckV-060800	47.54	54.51	21.24375921678932	36.74848381377883	10	1.0
SRR35808611_ctg766|provirus_3052431_3090503	38073	NA	47634.9256087629	79.92664943512814	low	10.277080385265	11	CheckV-010926	38.11	21.98	53.19442481605322	99.03937865334892	20	1.0
SRR35808611_ctg834|provirus_753424_774440	21017	16619	45372.72335806365	36.62773307400881	medium	9.52095613801761	42	CheckV-060800	42.56	22.47	21.516518567555956	57.23798057940346	10	1.0
SRR35808611_ctg923|provirus_3125165_3167586	42422	NA	45032.33287082031	94.20342517384496	medium	6.94328358208955	4	CheckV-010261	39.33	32.47	66.72168931913205	99.41665616215808	19	1.0
SRR35808611_ctg1000|provirus_1627072_1664627	37556	NA	57604.92928122643	65.19580957499687	medium	7.55870278412634	18	CheckV-018487	35.6	18.56	55.14629405994498	97.9839825434796	11	1.0
SRR35808611_ctg1000|provirus_3071585_3118101	46517	NA	55090.65954587542	84.4371811545732	medium	5.44882070071994	20	CheckV-001820	59.4	10.83	67.08034739850399	100.0	23	1.0
SRR35808611_ctg1000|provirus_4714732_4718715	3984	NA	43189.132016814074	9.224542874464294	low	13.9757982883961	37	CheckV-039812	37.95	28.58	7.1182015642915655	15.270121104530759	4	1.0
SRR35808611_ctg1133|provirus_1492588_1509062	16475	11714	52831.516651262304	22.172371233109615	low	11.4429041549327	42	CheckV-060800	41.48	21.27	15.114078663082065	41.240928563841486	8	1.0
SRR35808611_ctg1196|provirus_2645561_2674181	28621	NA	42819.355861613825	66.84126704871291	low	25.0168993387215	43	CheckV-008157	43.0	6.41	44.70409989694033	89.82387157598671	7	1.0
SRR35808611_ctg1214|provirus_771119_813367	42249	NA	40874.32982079197	100.0	medium	7.77568987716185	32	CheckV-032640	48.67	15.17	61.90191527425504	100.0	15	1.0
SRR35808611_ctg1245|provirus_4648168_4672002	23835	NA	61682.5451929457	38.64140159171947	low	26.8672114679771	15	CheckV-003389	40.8	4.36	NA	NA	0	1.0
SRR35808611_ctg1318|provirus_721924_774574	52651	NA	51452.68729943681	100.0	low	13.0153246546824	19	CheckV-005428	40.43	12.98	78.67190095762852	100.00000000000001	10	1.0
SRR35808611_ctg1318|provirus_3971022_4000357	29336	19326	35868.06737208467	53.88079541481235	medium	7.58967793987957	193	CheckV-041308	35.65	39.13	39.06341274145867	56.90369105969799	11	1.0
SRR35808900_ctg1246|provirus_3828678_3845801	17124	13784	52903.85201801117	26.054813542324336	low	17.1488075584792	40	CheckV-001871	64.88	10.09	16.323586767994872	35.84908225030411	5	1.0
SRR35808900_ctg1948|provirus_1952503_1965663	13161	10212	43143.74024041983	23.66971417659506	medium	8.54613302114583	40	CheckV-060800	46.42	39.23	14.895151878539355	39.209300539572546	7	1.0
SRR35808900_ctg4842|provirus_3141516_3162532	21017	16619	45372.72335806365	36.62773307400881	medium	9.52095613801761	42	CheckV-060800	42.56	22.47	21.516518567555956	57.23798057940346	10	1.0
SRR35808900_ctg7653|provirus_1354224_1382638	28415	NA	43219.27290987599	65.74613149844758	medium	6.48181636070989	13	CheckV-020424	42.34	48.57	61.42615305840676	93.1965366474276	6	1.0
SRR35808900_ctg7653|provirus_2781229_2810396	29168	NA	49919.72131484212	58.429813371830214	low	17.6215217642305	136	CheckV-009158	45.2	10.55	44.35	87.69	1	1.0
SRR35808900_ctg8479|provirus_2832928_2851386	18459	NA	42895.63454223655	43.03235095362587	medium	8.09634270615345	30	CheckV-060800	51.39	25.23	28.418886582923225	63.383603490134995	8	1.0
SRR35808900_ctg8479|provirus_3401202_3519784	118583	NA	58426.85515481866	100.0	low	22.9413956459254	46	CheckV-001292	45.3	8.35	88.67772832204177	97.6409848222946	34	1.0
SRR35808900_ctg8479|provirus_4954536_5003399	48864	NA	53110.26255931368	92.00481723363455	low	10.277080385265	11	CheckV-027459	41.74	22.15	66.25283032687842	100.0	22	1.0
SRR35809155_ctg14|provirus_3590085_3637296	47212	43351	45032.33287082031	96.26638736295679	medium	6.94328358208955	4	CheckV-010261	39.33	29.38	68.18300109083528	99.51354545708364	19	1.0
SRR35809155_ctg108|provirus_3243057_3288390	45334	NA	44908.85302133229	100.0	medium	7.00366091186278	17	CheckV-015870	56.22	44.47	67.43039620554231	100.0	28	1.0
SRR35809155_ctg108|provirus_3612395_3652025	39631	NA	38441.41433118573	100.0	medium	6.55313837375178	7	CheckV-043490	41.5	22.95	80.27359428981663	99.25129398810253	19	1.0
SRR35809155_ctg339|provirus_1943074_1959548	16475	11868	52831.516651262304	22.463863905971053	low	11.4429041549327	42	CheckV-060800	41.48	21.27	15.312768907073107	41.784781514465216	8	1.0
SRR35809155_ctg370|provirus_105204_146413	41210	NA	42430.812474086044	97.12281617319574	high	2.88974669293024	8	CheckV-012741	53.35	25.84	51.61293523905987	97.99696995054303	19	1.01
SRR35809155_ctg370|provirus_1105152_1159557	54406	48592	41384.0	100.0	medium	8.21957329009429	1	CheckV-019521	50.02	41.8	77.39855503199237	99.1872505973833	19	1.0
SRR35809155_ctg370|provirus_1812884_1822384	9501	6364	49126.17042847604	12.954398733899884	medium	7.52355836258882	44	CheckV-060800	48.45	38.81	9.628000432984365	25.63461345891769	6	1.0
SRR35809155_ctg370|provirus_2896115_2935207	39093	NA	48231.15057122456	81.05342613021443	low	10.277080385265	11	CheckV-012756	37.53	18.52	57.90789826701444	99.99999999999999	9	1.0
SRR35809155_ctg372|provirus_5549897_5567507	17611	NA	56997.89372047068	30.89763296582141	medium	9.75885999833935	53	CheckV-016369	27.25	28.59	22.523016832432933	48.13865879334002	6	1.0
SRR35809155_ctg606|provirus_937795_979193	41399	22785	45061.84036148894	50.56384696500916	low	21.8799554709198	178	CheckV-026200	38.23	10.12	30.008864249546598	73.78071558770974	10	1.0
SRR35809155_ctg606|provirus_4387035_4400344	13310	NA	61436.86493825425	21.664516920544234	low	10.1448366309843	8	CheckV-002569	40.88	33.62	18.51962690704028	40.36219241794318	4	1.0
SRR35809332_ctg162|provirus_1581718_1642358	60641	NA	63399.27368153625	95.64936075546944	low	13.7450815046115	33	CheckV-000317	45.32	17.46	72.84604042480947	99.99999999999999	11	1.01
SRR35809332_ctg866|provirus_3351243_3393491	42249	NA	40874.32982079197	100.0	medium	7.77568987716185	32	CheckV-032640	48.67	15.17	61.90191527425504	100.0	15	1.0
SRR35809332_ctg873|provirus_1850536_1873933	23398	NA	38446.44422904662	60.85868399325889	medium	8.26190467220944	8	CheckV-003870	47.02	27.42	31.62202253331109	68.24229225980457	7	1.0
SRR35809332_ctg1020|provirus_2_40379	40378	NA	57604.92928122643	70.0946958946433	medium	7.55870278412634	18	CheckV-018487	35.6	17.55	59.290508076355025	99.45262972855662	11	1.0
SRR35809332_ctg1020|provirus_1447336_1493852	46517	NA	55090.65954587542	84.4371811545732	medium	5.44882070071994	20	CheckV-001820	59.4	10.83	67.08034739850399	100.0	23	1.0
SRR35809332_ctg1020|provirus_3090483_3099724	9242	NA	47389.62792103688	19.50215776203078	medium	7.71885786005648	84	CheckV-060800	48.14	30.3	15.053895273869896	34.58072138804963	6	1.01
SRR35809332_ctg1346|provirus_1220173_1262594	42422	NA	45032.33287082031	94.20342517384496	medium	6.94328358208955	4	CheckV-010261	39.33	32.47	66.72168931913205	99.41665616215808	19	1.0
SRR35809332_ctg1415|provirus_2264398_2309731	45334	NA	44908.85302133229	100.0	medium	7.00366091186278	17	CheckV-015870	56.22	44.47	67.43039620554231	100.0	28	1.0
SRR35809332_ctg1415|provirus_2633736_2673366	39631	NA	38441.41433118573	100.0	medium	6.55313837375178	7	CheckV-043490	41.5	22.95	80.27359428981663	99.25129398810253	19	1.0
SRR35809332_ctg2068|provirus_18015_35937	17923	NA	53309.12673567637	33.620884635510805	medium	7.38938313792494	8	CheckV-020097	45.51	54.58	33.11210113943488	57.94654241113488	11	1.0
SRR35809332_ctg2068|provirus_860652_901575	40924	35329	46193.80319320962	76.47995522740003	low	17.7366586216144	89	CheckV-026200	33.84	11.79	52.306056073744976	99.35276928943547	12	1.0
SRR35809332_ctg2068|provirus_3176328_3277563	101236	NA	46302.00244968818	100.0	medium	9.40952640438654	18	CheckV-040228	34.86	15.06	93.55536835808107	100.0	26	1.0
SRR35809332_ctg2081|provirus_39255_80653	41399	22785	45061.84036148894	50.56384696500916	low	21.8799554709198	178	CheckV-026200	38.23	10.12	30.008864249546598	73.78071558770974	10	1.0
SRR35809332_ctg2081|provirus_3488495_3501804	13310	NA	61436.86493825425	21.664516920544234	low	10.1448366309843	8	CheckV-002569	40.88	33.62	18.51962690704028	40.36219241794318	4	1.0
SRR35809332_ctg2090|provirus_2649967_2691478	41512	NA	51108.37589006043	81.22347712495647	low	10.277080385265	17	CheckV-013531	42.32	20.88	56.32396008116791	99.0189367556756	16	1.0
SRR35809332_ctg2153|provirus_2560688_2570968	10281	5839	50570.30549454192	11.546301614947147	medium	7.03932723083913	48	CheckV-020097	49.11	32.84	8.835696790275078	23.518660241590347	6	1.0
SRR35809332_ctg2198|provirus_2335298_2349741	14444	NA	56339.78896762035	25.63729872737235	medium	7.74876976618096	7	CheckV-060800	44.29	70.78	26.073211966378622	46.36713124705932	12	1.0
SRR35809332_ctg2198|provirus_2596389_2609502	13114	NA	43898.56776040373	29.873411979123286	medium	7.71885786005648	16	CheckV-006590	49.25	29.44	20.38422795403084	36.060395610665836	6	1.0
SRR35809332_ctg2198|provirus_2800982_2824876	23895	NA	45973.00311566505	51.976156397444285	medium	9.52095613801761	2	CheckV-001876	44.19	18.06	34.98681916237948	82.87000035421599	4	1.0
SRR35809332_ctg2198|provirus_2961896_2970882	8987	NA	45427.691752555	19.78308748098464	medium	8.12710242975227	34	CheckV-006307	38.82	42.88	11.485983631959499	32.73712722340981	5	1.0
SRR35809336_ctg476|provirus_3424450_3485090	60641	NA	63399.27368153625	95.64936075546944	low	13.7450815046115	33	CheckV-000317	45.32	17.46	72.84604042480947	99.99999999999999	11	1.01
SRR35809336_ctg3748|provirus_1558804_1576989	18186	15531	47432.796680747444	32.743167358512295	medium	8.19045947082916	20	CheckV-020097	40.1	32.03	20.443844542752572	49.43777037278001	11	1.0
SRR35809336_ctg7700|provirus_1204131_1219750	15620	NA	44972.208812808145	34.73256131362488	medium	8.26190467220944	43	CheckV-028093	45.5	24.7	21.031084093090538	54.171500512039195	10	1.0
SRR35809336_ctg10052|provirus_1464516_1476667	12152	NA	51961.09648585853	23.386727420787256	medium	8.69377272611692	7	CheckV-020097	44.72	66.92	17.714963885298197	40.12885884538783	10	1.0
SRR35809336_ctg10052|provirus_1805875_1849128	43254	NA	40230.71830777356	100.0	high	4.39701194829575	4	CheckV-044710	49.73	23.8	90.1602510197321	100.0	25	1.0
SRR35809336_ctg10687|provirus_80689_91411	10723	NA	43542.383565729244	24.62658017747957	medium	9.48837978822797	77	CheckV-054191	43.85	25.13	10.847442654666992	33.927575438714776	4	1.0
SRR35809336_ctg10687|provirus_1842010_1858055	16046	NA	36319.00931234038	44.18072052022612	medium	6.32637255557656	316	CheckV-040205	40.88	53.87	32.14546101430835	46.83926705158604	10	1.0
SRR35809336_ctg10687|provirus_4211115_4255250	44136	NA	44085.65505253188	100.0	medium	6.55313837375178	32	CheckV-060498	39.78	23.63	62.05159015441605	100.0	25	1.0
