# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
SRR35809155_ctg370	cds	59477	60625	-	EIDGLC_00050		Transmembrane cytochrome bd-II oxidase subunit II	SO:0001217, UniRef:UniRef50_Q1M8G3
SRR35809155_ctg370	cds	60644	62224	-	EIDGLC_00051		Cytochrome bd-I ubiquinol oxidase subunit 1	SO:0001217, UniRef:UniRef50_P0ABJ9
SRR35809155_ctg370	cds	62345	63955	+	EIDGLC_00052	cydD	Thiol reductant ABC exporter subunit CydD	SO:0001217, UniRef:UniRef50_A0A494RG62
SRR35809155_ctg370	cds	63952	65616	+	EIDGLC_00053		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A0Q5UY07
SRR35809155_ctg370	cds	65675	65794	+	EIDGLC_00054		hypothetical protein	
SRR35809155_ctg370	cds	65820	66518	+	EIDGLC_00055		VIT family protein	SO:0001217, UniRef:UniRef50_A6VWU1
SRR35809155_ctg370	cds	66593	67225	+	EIDGLC_00056		Isoprenylcysteine carboxylmethyltransferase family protein	SO:0001217, UniRef:UniRef50_A0A7W9FTJ2
SRR35809155_ctg370	cds	67342	67980	+	EIDGLC_00057		Crp/Fnr family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A0Q8MV35
SRR35809155_ctg370	cds	68056	69516	+	EIDGLC_00058		histidine kinase	SO:0001217, UniRef:UniRef50_A0A967GJN2
SRR35809155_ctg370	cds	69509	70108	+	EIDGLC_00059	fixJ	Transcriptional regulatory protein FixJ	SO:0001217, UniRef:UniRef50_P23221
SRR35809155_ctg370	cds	70189	70566	+	EIDGLC_00060		Response regulatory domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q7TAJ2
SRR35809155_ctg370	cds	70629	71396	+	EIDGLC_00061		Cyclopentanol dehydrogenase	SO:0001217, UniRef:UniRef50_A0A0Q9YLA6
SRR35809155_ctg370	cds	71401	72021	-	EIDGLC_00062		NAD(P)H dehydrogenase	SO:0001217, UniRef:UniRef50_A0A172Y4W7
SRR35809155_ctg370	cds	72138	72761	+	EIDGLC_00063		histidine kinase	SO:0001217, UniRef:UniRef50_A0A521NFE9
SRR35809155_ctg370	cds	72752	73354	+	EIDGLC_00064		hypothetical protein	
SRR35809155_ctg370	cds	73365	74126	-	EIDGLC_00065		Cytokinin riboside 5'-monophosphate phosphoribohydrolase	SO:0001217, UniRef:UniRef50_A0A2T1HSR4
SRR35809155_ctg370	cds	74123	75718	-	EIDGLC_00066		Metallo-beta-lactamase protein	SO:0001217, UniRef:UniRef50_D5VNB7
SRR35809155_ctg370	cds	75715	76353	-	EIDGLC_00067		hypothetical protein	
SRR35809155_ctg370	cds	76353	77213	-	EIDGLC_00068		Universal stress protein	SO:0001217, UniRef:UniRef50_A0A172Y4W6
SRR35809155_ctg370	cds	77280	77789	-	EIDGLC_00069		General stress protein 26	SO:0001217, UniRef:UniRef50_A0A7W8HWD4
SRR35809155_ctg370	cds	77786	78163	-	EIDGLC_00070		Cytochrome c domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q7T013
SRR35809155_ctg370	cds	78273	79103	+	EIDGLC_00071	uspA	UspA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1S6ESR4
SRR35809155_ctg370	cds	79115	79486	+	EIDGLC_00072		hypothetical protein	
SRR35809155_ctg370	cds	79490	80074	+	EIDGLC_00073		NAD(P)H-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_A0AAJ6CZJ4
SRR35809155_ctg370	cds	80102	80635	-	EIDGLC_00074		hypothetical protein	
SRR35809155_ctg370	cds	80650	80769	-	EIDGLC_00075		hypothetical protein	
SRR35809155_ctg370	cds	80925	81617	-	EIDGLC_00076		Oxidase	SO:0001217, UniRef:UniRef50_A0A6P2BJT8
SRR35809155_ctg370	cds	81928	82437	+	EIDGLC_00077		hypothetical protein	PFAM:PF12682.12
SRR35809155_ctg370	cds	82580	83053	-	EIDGLC_00078		Nudix hydrolase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q7TCC6
SRR35809155_ctg370	cds	83308	84039	+	EIDGLC_00079		hypothetical protein	
SRR35809155_ctg370	cds	84050	84634	-	EIDGLC_00080	hdeD	HdeD family acid-resistance protein	SO:0001217, UniRef:UniRef50_A0A0Q7T0X5
SRR35809155_ctg370	cds	84772	85236	+	EIDGLC_00081		SHSP domain-containing protein	SO:0001217, UniRef:UniRef50_A0A258HLD1
SRR35809155_ctg370	cds	85743	86126	+	EIDGLC_00082		DUF302 domain-containing protein	SO:0001217, UniRef:UniRef50_B6JDL5
SRR35809155_ctg370	cds	86214	86996	+	EIDGLC_00083		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A5B0VJU5
SRR35809155_ctg370	cds	86993	89377	+	EIDGLC_00084		ABC3 transporter permease C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2U2BRE8
SRR35809155_ctg370	cds	89382	90596	+	EIDGLC_00085		Efflux RND transporter periplasmic adaptor subunit	SO:0001217, UniRef:UniRef50_A0A945GYS5
SRR35809155_ctg370	cds	90642	91541	-	EIDGLC_00086		hypothetical protein	PFAM:PF00582.32
SRR35809155_ctg370	cds	91738	92316	+	EIDGLC_00087		hypothetical protein	SO:0001217, UniRef:UniRef50_A7IF58
SRR35809155_ctg370	cds	92329	92628	-	EIDGLC_00088		hypothetical protein	
SRR35809155_ctg370	cds	92701	93339	-	EIDGLC_00089		hypothetical protein	PFAM:PF08240.17
SRR35809155_ctg370	cds	93453	93662	+	EIDGLC_00090		hypothetical protein	
SRR35809155_ctg370	cds	93659	94513	+	EIDGLC_00091	uspA	UspA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A258HL36
SRR35809155_ctg370	cds	94507	94788	-	EIDGLC_00092		hypothetical protein	
SRR35809155_ctg370	cds	94947	95543	-	EIDGLC_00093		hypothetical protein	PFAM:PF00440.29, PFAM:PF14246.11
SRR35809155_ctg370	cds	95616	96251	-	EIDGLC_00094		hypothetical protein	PFAM:PF00440.29, PFAM:PF14246.11
SRR35809155_ctg370	cds	96344	97786	+	EIDGLC_00095		RND transporter	SO:0001217, UniRef:UniRef50_T0HJ79
SRR35809155_ctg370	cds	97814	98929	+	EIDGLC_00096		Multidrug transporter	SO:0001217, UniRef:UniRef50_A0A157H2B0
SRR35809155_ctg370	cds	98941	100491	+	EIDGLC_00097		Drug:H+ antiporter-2 (14 Spanner) (DHA2) family drug resistance MFS transporter	SO:0001217, UniRef:UniRef50_C3X2F7
SRR35809155_ctg370	cds	100766	100972	+	EIDGLC_00098		hypothetical protein	
SRR35809155_ctg370	cds	100984	101613	+	EIDGLC_00099		hypothetical protein	PFAM:PF02798.26, PFAM:PF13409.12, PFAM:PF13417.12
SRR35809155_ctg370	cds	101610	102296	+	EIDGLC_00100		hypothetical protein	PFAM:PF00440.29, PFAM:PF17920.6
SRR35809155_ctg370	cds	102406	102993	+	EIDGLC_00101		hypothetical protein	PFAM:PF13505.12
SRR35809155_ctg370	cds	103091	103588	+	EIDGLC_00102		hypothetical protein	
SRR35809155_ctg370	cds	103758	104051	+	EIDGLC_00103		hypothetical protein	PFAM:PF10544.15
SRR35809155_ctg370	cds	104077	104352	+	EIDGLC_00104		hypothetical protein	
SRR35809155_ctg370	cds	105204	105605	-	EIDGLC_00105		hypothetical protein	
SRR35809155_ctg370	cds	105703	106248	-	EIDGLC_00106		hypothetical protein	PFAM:PF05838.17, PFAM:PF09374.15
SRR35809155_ctg370	cds	106277	106495	-	EIDGLC_00107		hypothetical protein	
SRR35809155_ctg370	cds	106492	106764	-	EIDGLC_00108		hypothetical protein	
SRR35809155_ctg370	cds	106871	107935	+	EIDGLC_00109		hypothetical protein	
SRR35809155_ctg370	cds	107932	108147	-	EIDGLC_00110		hypothetical protein	
SRR35809155_ctg370	cds	108180	110099	-	EIDGLC_00111		hypothetical protein	
SRR35809155_ctg370	cds	110096	110482	-	EIDGLC_00112		hypothetical protein	
SRR35809155_ctg370	cds	110538	110705	+	EIDGLC_00113		hypothetical protein	
SRR35809155_ctg370	cds	110691	113393	-	EIDGLC_00114		hypothetical protein	
SRR35809155_ctg370	cds	113378	114520	-	EIDGLC_00115		hypothetical protein	
SRR35809155_ctg370	cds	114593	115168	-	EIDGLC_00116		hypothetical protein	
SRR35809155_ctg370	cds	115168	115473	-	EIDGLC_00117		hypothetical protein	
SRR35809155_ctg370	cds	115490	115696	-	EIDGLC_00118		hypothetical protein	
SRR35809155_ctg370	cds	115693	117156	-	EIDGLC_00119		hypothetical protein	
SRR35809155_ctg370	cds	117159	117782	-	EIDGLC_00120		hypothetical protein	
SRR35809155_ctg370	cds	117779	118363	-	EIDGLC_00121		hypothetical protein	
SRR35809155_ctg370	cds	118360	118707	-	EIDGLC_00122		hypothetical protein	
SRR35809155_ctg370	cds	118704	118946	-	EIDGLC_00123		hypothetical protein	
SRR35809155_ctg370	cds	119008	119958	-	EIDGLC_00124		Head protein	SO:0001217, UniRef:UniRef50_A0A522AS50
SRR35809155_ctg370	cds	119965	120948	-	EIDGLC_00125		hypothetical protein	
SRR35809155_ctg370	cds	121002	121247	-	EIDGLC_00126		hypothetical protein	
SRR35809155_ctg370	cds	121244	123412	-	EIDGLC_00127		hypothetical protein	
SRR35809155_ctg370	cds	123412	123663	-	EIDGLC_00128		hypothetical protein	
SRR35809155_ctg370	cds	123663	124940	-	EIDGLC_00129		Phage terminase large subunit N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A447CZU6
SRR35809155_ctg370	cds	124912	125382	-	EIDGLC_00130		hypothetical protein	
SRR35809155_ctg370	cds	125447	125611	-	EIDGLC_00131		hypothetical protein	
SRR35809155_ctg370	cds	125947	126528	-	EIDGLC_00132		hypothetical protein	PFAM:PF02357.24
SRR35809155_ctg370	cds	126522	126734	-	EIDGLC_00133		hypothetical protein	
SRR35809155_ctg370	cds	127051	127755	-	EIDGLC_00134		hypothetical protein	
SRR35809155_ctg370	cds	128293	128883	-	EIDGLC_00135		hypothetical protein	PFAM:PF08299.17
SRR35809155_ctg370	cds	128880	129251	-	EIDGLC_00136		hypothetical protein	
SRR35809155_ctg370	cds	129248	129580	-	EIDGLC_00137		hypothetical protein	PFAM:PF01726.22
SRR35809155_ctg370	cds	129804	130016	-	EIDGLC_00138		hypothetical protein	
SRR35809155_ctg370	cds	130013	130147	-	EIDGLC_00139		hypothetical protein	
SRR35809155_ctg370	cds	130235	130603	-	EIDGLC_00140		hypothetical protein	
SRR35809155_ctg370	cds	130624	131460	-	EIDGLC_00141		hypothetical protein	
SRR35809155_ctg370	cds	131457	131639	-	EIDGLC_00142		hypothetical protein	
SRR35809155_ctg370	cds	131722	132105	+	EIDGLC_00143		hypothetical protein	
SRR35809155_ctg370	cds	132698	133471	+	EIDGLC_00144		hypothetical protein	PFAM:PF00805.28, PFAM:PF13576.12, PFAM:PF13599.12
SRR35809155_ctg370	cds	133471	133710	+	EIDGLC_00145		hypothetical protein	
SRR35809155_ctg370	cds	133750	134121	+	EIDGLC_00146		hypothetical protein	
SRR35809155_ctg370	cds	134118	134483	+	EIDGLC_00147		hypothetical protein	
SRR35809155_ctg370	cds	134480	134740	+	EIDGLC_00148		hypothetical protein	
SRR35809155_ctg370	cds	134737	134946	+	EIDGLC_00149		hypothetical protein	
SRR35809155_ctg370	cds	134943	135155	+	EIDGLC_00150		hypothetical protein	
SRR35809155_ctg370	cds	135406	136164	+	EIDGLC_00151		hypothetical protein	
SRR35809155_ctg370	cds	136161	136796	+	EIDGLC_00152		Exonuclease	SO:0001217, UniRef:UniRef50_A0A3N5VTK7
SRR35809155_ctg370	cds	136796	137317	+	EIDGLC_00153		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_Q1RK72
SRR35809155_ctg370	cds	137320	137826	+	EIDGLC_00154		hypothetical protein	
SRR35809155_ctg370	cds	137823	138206	+	EIDGLC_00155		HNH nuclease domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2R4ME22
SRR35809155_ctg370	cds	138584	138874	+	EIDGLC_00156		hypothetical protein	
SRR35809155_ctg370	cds	138936	139688	+	EIDGLC_00157		hypothetical protein	PFAM:PF05175.20
SRR35809155_ctg370	cds	139854	140297	+	EIDGLC_00158		hypothetical protein	
SRR35809155_ctg370	cds	140294	140623	+	EIDGLC_00159		hypothetical protein	
SRR35809155_ctg370	cds	140625	141101	+	EIDGLC_00160		hypothetical protein	
SRR35809155_ctg370	cds	141106	141351	+	EIDGLC_00161		hypothetical protein	
SRR35809155_ctg370	cds	141348	142340	+	EIDGLC_00162		hypothetical protein	
SRR35809155_ctg370	cds	142337	142564	+	EIDGLC_00163		hypothetical protein	
SRR35809155_ctg370	cds	142564	143379	+	EIDGLC_00164		hypothetical protein	
SRR35809155_ctg370	cds	143376	143705	+	EIDGLC_00165		hypothetical protein	
SRR35809155_ctg370	cds	143785	144378	+	EIDGLC_00166		hypothetical protein	
SRR35809155_ctg370	cds	144452	145072	+	EIDGLC_00167		hypothetical protein	
SRR35809155_ctg370	cds	145119	145361	+	EIDGLC_00168		Helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1N7PIQ9
SRR35809155_ctg370	cds	145358	146413	+	EIDGLC_00169		Tyr recombinase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3Q9IFJ1
SRR35809155_ctg370	tRNA	146442	146531	-	EIDGLC_00170	trnS	tRNA-Ser(gga)	SO:0000269
SRR35809155_ctg370	cds	146668	147318	+	EIDGLC_00171	msrA	Peptide methionine sulfoxide reductase MsrA	SO:0001217, UniRef:UniRef50_Q8ZB94
SRR35809155_ctg370	cds	147321	147665	+	EIDGLC_00172		MmcQ-like protein	SO:0001217, UniRef:UniRef50_A0A0N0K1K1
SRR35809155_ctg370	cds	147662	149464	-	EIDGLC_00173		DUF885 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8E0N8H6
SRR35809155_ctg370	cds	149512	150021	-	EIDGLC_00174		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A514C2Z4
SRR35809155_ctg370	cds	150036	150461	-	EIDGLC_00175		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0Q7E5H2
SRR35809155_ctg370	cds	150497	150967	-	EIDGLC_00176		hypothetical protein	
SRR35809155_ctg370	cds	151087	151827	-	EIDGLC_00177		Flagellar L-ring protein	SO:0001217, UniRef:UniRef50_P22606
SRR35809155_ctg370	cds	151842	152447	-	EIDGLC_00178	flgA	Flagella basal body P-ring formation protein FlgA C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7Z9C6N4
SRR35809155_ctg370	cds	152444	153232	-	EIDGLC_00179	flgG	Flagellar basal-body rod protein FlgG	SO:0001217, UniRef:UniRef50_Q06172
SRR35809155_ctg370	cds	153249	153983	-	EIDGLC_00180	flgF	Flagellar basal-body rod protein FlgF	SO:0001217, UniRef:UniRef50_A0A522CTW5
SRR35809155_ctg370	cds	154160	154813	+	EIDGLC_00181	fliL	Flagellar FliL protein	SO:0001217, UniRef:UniRef50_P0CG27
SRR35809155_ctg370	cds	154816	155898	+	EIDGLC_00182	fliM	Flagellar motor switch protein FliM	SO:0001217, UniRef:UniRef50_A0A1B3NDX3
SRR35809155_ctg370	cds	155898	156446	+	EIDGLC_00183		DUF6468 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8E0KMX6
SRR35809155_ctg370	cds	156478	157416	+	EIDGLC_00184		hypothetical protein	PFAM:PF03448.22
SRR35809155_ctg370	cds	157490	157918	-	EIDGLC_00185	exbD	Biopolymer transporter ExbD	SO:0001217, UniRef:UniRef50_V4PGE0
SRR35809155_ctg370	cds	158072	158512	-	EIDGLC_00186	exbD	Biopolymer transporter ExbD	SO:0001217, UniRef:UniRef50_V4PGE0
SRR35809155_ctg370	cds	158674	159291	-	EIDGLC_00187		GTP cyclohydrolase 1	SO:0001217, UniRef:UniRef50_Q0BXB5
SRR35809155_ctg370	cds	159384	160793	+	EIDGLC_00188		Cysteine--tRNA ligase	SO:0001217, UniRef:UniRef50_V4RC25
SRR35809155_ctg370	cds	160885	161514	+	EIDGLC_00189		hypothetical protein	
SRR35809155_ctg370	cds	161524	161733	-	EIDGLC_00190		hypothetical protein	
SRR35809155_ctg370	cds	161746	162192	-	EIDGLC_00191		EF-hand domain-containing protein	SO:0001217, UniRef:UniRef50_A0A399UD54
SRR35809155_ctg370	cds	162230	164017	-	EIDGLC_00192		Tetratricopeptide repeat-containing protein	SO:0001217, UniRef:UniRef50_A0A1I6TDH0
SRR35809155_ctg370	cds	164152	164574	+	EIDGLC_00193	flbT	Flagellum biosynthesis repressor protein FlbT	SO:0001217, UniRef:UniRef50_P21297
SRR35809155_ctg370	cds	164534	164902	+	EIDGLC_00194	flaF	Flagellar biosynthesis regulator FlaF	SO:0001217, UniRef:UniRef50_A0A949LQN3
SRR35809155_ctg370	cds	165116	165946	+	EIDGLC_00195	fljL	Flagellin FljL	SO:0001217, UniRef:UniRef50_P18914
SRR35809155_ctg370	cds	166002	166679	-	EIDGLC_00196		hypothetical protein	
SRR35809155_ctg370	cds	166775	166960	-	EIDGLC_00197		DUF3008 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2RUP2
SRR35809155_ctg370	cds	167071	167646	+	EIDGLC_00198		hypothetical protein	
SRR35809155_ctg370	cds	167643	168068	-	EIDGLC_00199		DUF3574 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1S8D6B2
SRR35809155_ctg370	cds	168065	169228	-	EIDGLC_00200		Isovaleryl-CoA dehydrogenase, mitochondrial	SO:0001217, UniRef:UniRef50_A0A2G2DXB3
SRR35809155_ctg370	cds	169266	170663	-	EIDGLC_00201		hypothetical protein	PFAM:PF00959.24
SRR35809155_ctg370	cds	170676	172085	-	EIDGLC_00202	mgtE	Magnesium transporter MgtE	SO:0001217, UniRef:UniRef50_A0A2D2AX74
SRR35809155_ctg370	tRNA	172146	172232	-	EIDGLC_00203	trnL	tRNA-Leu(gag)	SO:0000264
SRR35809155_ctg370	cds	172351	172602	-	EIDGLC_00204	fliN	Flagellar motor switch protein FliN	SO:0001217, UniRef:UniRef50_A0A061QA04
SRR35809155_ctg370	cds	172678	173394	+	EIDGLC_00205		Octanoyltransferase	SO:0001217, UniRef:UniRef50_Q1MG80
SRR35809155_ctg370	cds	173391	175373	-	EIDGLC_00206	trkA	Potassium transporter TrkA	SO:0001217, UniRef:UniRef50_A0A941PQZ6
SRR35809155_ctg370	cds	175603	177240	+	EIDGLC_00207		histidine kinase	SO:0001217, UniRef:UniRef50_A0A7Y8F566
SRR35809155_ctg370	cds	177365	179224	+	EIDGLC_00208		Terminase large subunit gp17-like C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1S6EQB0
SRR35809155_ctg370	cds	180921	182246	+	EIDGLC_00209		Multidrug efflux pump Tap	SO:0001217, UniRef:UniRef50_A0A1H0JF49
SRR35809155_ctg370	cds	182520	182795	+	EIDGLC_00210		Peptidase S12 Pab87-related C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q7RI42
SRR35809155_ctg370	cds	182792	184774	-	EIDGLC_00211		Biotin carboxylase	SO:0001217, UniRef:UniRef50_A0A369W9G6
SRR35809155_ctg370	cds	184996	186489	+	EIDGLC_00212		Tail specific protease domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0N0K2S2
SRR35809155_ctg370	cds	186596	187087	+	EIDGLC_00213	msrB	Peptide methionine sulfoxide reductase MsrB	SO:0001217, UniRef:UniRef50_Q87AJ9
SRR35809155_ctg370	cds	187137	187724	+	EIDGLC_00214		Cellulose synthase operon C C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q7RI38
SRR35809155_ctg370	cds	187918	188145	+	EIDGLC_00215		Ferrochelatase	SO:0001217, UniRef:UniRef50_A0A0Q7E0Y2
SRR35809155_ctg370	tRNA	188277	188351	-	EIDGLC_00216	trnT	tRNA-Thr(ggt)	SO:0000270
SRR35809155_ctg370	cds	188451	188633	+	EIDGLC_00217		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A948UVD0
SRR35809155_ctg370	cds	188733	190022	+	EIDGLC_00218		UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2	SO:0001217, UniRef:UniRef50_Q986Q6
