feature_id	locus_id	coordinates	feature_type	name	group	group_type	category	fill_colour	stroke_colour	show_label
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0021	SRR35809332_ctg1415|provirus_2264398_2309731	12808:13224:-1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0042	conserved	unknown function	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0022	SRR35809332_ctg1415|provirus_2264398_2309731	13227:13433:-1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0041	conserved	unknown function	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0023	SRR35809332_ctg1415|provirus_2264398_2309731	13478:14113:-1	CDS	transcriptional repressor	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0040	conserved	transcription regulation	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0024	SRR35809332_ctg1415|provirus_2264398_2309731	14233:14466:1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0039	conserved	unknown function	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0025	SRR35809332_ctg1415|provirus_2264398_2309731	14675:15031:1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0038	conserved	unknown function	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0026	SRR35809332_ctg1415|provirus_2264398_2309731	15028:15156:1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0037	conserved	unknown function	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0027	SRR35809332_ctg1415|provirus_2264398_2309731	15153:17696:1	CDS	DNA methyltransferase	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0036	conserved	other	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0028	SRR35809332_ctg1415|provirus_2264398_2309731	17693:17809:1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0035	conserved	unknown function	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0029	SRR35809332_ctg1415|provirus_2264398_2309731	17809:18645:1	CDS	replication initiation protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0034	conserved	DNA, RNA and nucleotide metabolism	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0030	SRR35809332_ctg1415|provirus_2264398_2309731	18635:20026:1	CDS	DnaB-like replicative helicase	SRR35808553_ctg921|provirus_684962_730295_CDS_0030	conserved	DNA, RNA and nucleotide metabolism	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0031	SRR35809332_ctg1415|provirus_2264398_2309731	20248:20676:1	CDS	RusA-like Holliday junction resolvase	SRR35808553_ctg921|provirus_684962_730295_CDS_0031	conserved	DNA, RNA and nucleotide metabolism	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0032	SRR35809332_ctg1415|provirus_2264398_2309731	20676:21251:1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0032	conserved	unknown function	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0033	SRR35809332_ctg1415|provirus_2264398_2309731	21455:22009:1	CDS	terminase small subunit	SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0033	conserved	head and packaging	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0034	SRR35809332_ctg1415|provirus_2264398_2309731	22012:23472:1	CDS	terminase large subunit	SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0034	conserved	head and packaging	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0035	SRR35809332_ctg1415|provirus_2264398_2309731	23478:24986:1	CDS	hypothetical protein	SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0035	conserved	unknown function	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0036	SRR35809332_ctg1415|provirus_2264398_2309731	25012:25665:1	CDS	head morphogenesis	SRR35809155_ctg108|provirus_3243057_3288390_CDS_0036	conserved	head and packaging	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0037	SRR35809332_ctg1415|provirus_2264398_2309731	25676:28129:1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0037	conserved	unknown function	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0038	SRR35809332_ctg1415|provirus_2264398_2309731	28176:29483:1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0038	conserved	unknown function	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0039	SRR35809332_ctg1415|provirus_2264398_2309731	29500:29991:1	CDS	virion structural protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0039	conserved	head and packaging	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0040	SRR35809332_ctg1415|provirus_2264398_2309731	30006:31067:1	CDS	major head protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0040	conserved	head and packaging	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0041	SRR35809332_ctg1415|provirus_2264398_2309731	31078:31401:1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0041	conserved	unknown function	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0042	SRR35809332_ctg1415|provirus_2264398_2309731	31401:31784:1	CDS	virion structural protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0042	conserved	head and packaging	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0043	SRR35809332_ctg1415|provirus_2264398_2309731	31814:32326:1	CDS	tail completion or Neck1 protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0043	conserved	connector	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0044	SRR35809332_ctg1415|provirus_2264398_2309731	32323:32697:1	CDS	head protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0044	conserved	head and packaging	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0045	SRR35809332_ctg1415|provirus_2264398_2309731	32702:33256:1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0045	conserved	unknown function	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0046	SRR35809332_ctg1415|provirus_2264398_2309731	33267:34754:1	CDS	tail sheath	SRR35808553_ctg921|provirus_684962_730295_CDS_0046	conserved	tail	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0047	SRR35809332_ctg1415|provirus_2264398_2309731	34765:35205:1	CDS	virion structural protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0047	conserved	head and packaging	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0048	SRR35809332_ctg1415|provirus_2264398_2309731	35213:35656:1	CDS	tail assembly chaperone	SRR35808553_ctg921|provirus_684962_730295_CDS_0048	conserved	tail	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0049	SRR35809332_ctg1415|provirus_2264398_2309731	35680:35835:1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0014	conserved	unknown function	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0050	SRR35809332_ctg1415|provirus_2264398_2309731	35828:37315:1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0013	conserved	unknown function	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0051	SRR35809332_ctg1415|provirus_2264398_2309731	37315:38247:1	CDS	tail fiber protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0012	conserved	tail	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0052	SRR35809332_ctg1415|provirus_2264398_2309731	38244:39224:1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0011	conserved	unknown function	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0053	SRR35809332_ctg1415|provirus_2264398_2309731	39224:39892:1	CDS	baseplate spike	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0010	conserved	tail	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0054	SRR35809332_ctg1415|provirus_2264398_2309731	39895:40248:1	CDS	baseplate wedge subunit	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0009	conserved	tail	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0055	SRR35809332_ctg1415|provirus_2264398_2309731	40250:41428:1	CDS	baseplate wedge subunit	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0008	conserved	tail	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0056	SRR35809332_ctg1415|provirus_2264398_2309731	41431:42120:1	CDS	structural protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0007	conserved	head and packaging	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0057	SRR35809332_ctg1415|provirus_2264398_2309731	42121:42840:1	CDS	tail fiber protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0006	conserved	tail	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0058	SRR35809332_ctg1415|provirus_2264398_2309731	42842:43372:1	CDS	tail protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0005	conserved	tail	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0059	SRR35809332_ctg1415|provirus_2264398_2309731	43435:43800:1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0004	conserved	unknown function	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0060	SRR35809332_ctg1415|provirus_2264398_2309731	43800:44048:1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0003	conserved	unknown function	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0061	SRR35809332_ctg1415|provirus_2264398_2309731	44045:44692:1	CDS	endolysin	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0002	conserved	lysis	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0062	SRR35809332_ctg1415|provirus_2264398_2309731	44921:45133:1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0062	conserved	unknown function	default	default	0
SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0063	SRR35809332_ctg1415|provirus_2264398_2309731	45188:45334:1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0063	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0001	SRR35808611_ctg442|provirus_4085068_4130200	1:213:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0062	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0002	SRR35808611_ctg442|provirus_4085068_4130200	442:1089:-1	CDS	endolysin	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0002	conserved	lysis	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0003	SRR35808611_ctg442|provirus_4085068_4130200	1086:1334:-1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0003	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0004	SRR35808611_ctg442|provirus_4085068_4130200	1334:1699:-1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0004	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0005	SRR35808611_ctg442|provirus_4085068_4130200	1762:2292:-1	CDS	tail protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0005	conserved	tail	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0006	SRR35808611_ctg442|provirus_4085068_4130200	2294:3013:-1	CDS	tail fiber protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0006	conserved	tail	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0007	SRR35808611_ctg442|provirus_4085068_4130200	3014:3703:-1	CDS	structural protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0007	conserved	head and packaging	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0008	SRR35808611_ctg442|provirus_4085068_4130200	3706:4884:-1	CDS	baseplate wedge subunit	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0008	conserved	tail	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0009	SRR35808611_ctg442|provirus_4085068_4130200	4886:5239:-1	CDS	baseplate wedge subunit	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0009	conserved	tail	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0010	SRR35808611_ctg442|provirus_4085068_4130200	5242:5910:-1	CDS	baseplate spike	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0010	conserved	tail	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0011	SRR35808611_ctg442|provirus_4085068_4130200	5910:6890:-1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0011	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0012	SRR35808611_ctg442|provirus_4085068_4130200	6887:7819:-1	CDS	tail fiber protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0012	conserved	tail	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0013	SRR35808611_ctg442|provirus_4085068_4130200	7819:9306:-1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0013	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0014	SRR35808611_ctg442|provirus_4085068_4130200	9299:9454:-1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0014	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0015	SRR35808611_ctg442|provirus_4085068_4130200	9478:9921:-1	CDS	tail assembly chaperone	SRR35808553_ctg921|provirus_684962_730295_CDS_0048	conserved	tail	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0016	SRR35808611_ctg442|provirus_4085068_4130200	9929:10369:-1	CDS	virion structural protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0047	conserved	head and packaging	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0017	SRR35808611_ctg442|provirus_4085068_4130200	10380:11867:-1	CDS	tail sheath	SRR35808553_ctg921|provirus_684962_730295_CDS_0046	conserved	tail	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0018	SRR35808611_ctg442|provirus_4085068_4130200	11878:12432:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0045	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0019	SRR35808611_ctg442|provirus_4085068_4130200	12437:12811:-1	CDS	head protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0044	conserved	head and packaging	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0020	SRR35808611_ctg442|provirus_4085068_4130200	12808:13320:-1	CDS	tail completion or Neck1 protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0043	conserved	connector	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0021	SRR35808611_ctg442|provirus_4085068_4130200	13350:13733:-1	CDS	virion structural protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0042	conserved	head and packaging	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0022	SRR35808611_ctg442|provirus_4085068_4130200	13733:14056:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0041	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0023	SRR35808611_ctg442|provirus_4085068_4130200	14067:15128:-1	CDS	major head protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0040	conserved	head and packaging	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0024	SRR35808611_ctg442|provirus_4085068_4130200	15143:15634:-1	CDS	virion structural protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0039	conserved	head and packaging	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0025	SRR35808611_ctg442|provirus_4085068_4130200	15651:16958:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0038	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0026	SRR35808611_ctg442|provirus_4085068_4130200	17005:19458:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0037	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0027	SRR35808611_ctg442|provirus_4085068_4130200	19469:20122:-1	CDS	head morphogenesis	SRR35809155_ctg108|provirus_3243057_3288390_CDS_0036	conserved	head and packaging	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0028	SRR35808611_ctg442|provirus_4085068_4130200	20148:21656:-1	CDS	hypothetical protein	SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0035	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0029	SRR35808611_ctg442|provirus_4085068_4130200	21662:23122:-1	CDS	terminase large subunit	SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0034	conserved	head and packaging	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0030	SRR35808611_ctg442|provirus_4085068_4130200	23125:23679:-1	CDS	terminase small subunit	SRR35809332_ctg1415|provirus_2264398_2309731_CDS_0033	conserved	head and packaging	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0031	SRR35808611_ctg442|provirus_4085068_4130200	23883:24458:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0032	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0032	SRR35808611_ctg442|provirus_4085068_4130200	24458:24886:-1	CDS	RusA-like Holliday junction resolvase	SRR35808553_ctg921|provirus_684962_730295_CDS_0031	conserved	DNA, RNA and nucleotide metabolism	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0033	SRR35808611_ctg442|provirus_4085068_4130200	25108:26499:-1	CDS	DnaB-like replicative helicase	SRR35808553_ctg921|provirus_684962_730295_CDS_0030	conserved	DNA, RNA and nucleotide metabolism	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0034	SRR35808611_ctg442|provirus_4085068_4130200	26489:27325:-1	CDS	replication initiation protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0034	conserved	DNA, RNA and nucleotide metabolism	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0035	SRR35808611_ctg442|provirus_4085068_4130200	27325:27441:-1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0035	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0036	SRR35808611_ctg442|provirus_4085068_4130200	27438:29981:-1	CDS	DNA methyltransferase	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0036	conserved	other	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0037	SRR35808611_ctg442|provirus_4085068_4130200	29978:30106:-1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0037	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0038	SRR35808611_ctg442|provirus_4085068_4130200	30103:30459:-1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0038	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0039	SRR35808611_ctg442|provirus_4085068_4130200	30668:30901:-1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0039	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0040	SRR35808611_ctg442|provirus_4085068_4130200	31021:31656:1	CDS	transcriptional repressor	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0040	conserved	transcription regulation	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0041	SRR35808611_ctg442|provirus_4085068_4130200	31701:31907:1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0041	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0042	SRR35808611_ctg442|provirus_4085068_4130200	31910:32326:1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0042	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0043	SRR35808611_ctg442|provirus_4085068_4130200	32323:32550:1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0043	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0044	SRR35808611_ctg442|provirus_4085068_4130200	32615:32878:-1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0044	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0045	SRR35808611_ctg442|provirus_4085068_4130200	33175:33510:1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0045	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0046	SRR35808611_ctg442|provirus_4085068_4130200	33507:33896:1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_4085068_4130200_CDS_0046	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0047	SRR35808611_ctg442|provirus_4085068_4130200	33893:34009:1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0016	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0048	SRR35808611_ctg442|provirus_4085068_4130200	34009:34314:1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0015	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0049	SRR35808611_ctg442|provirus_4085068_4130200	34311:34424:1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0014	conserved	unknown function	default	default	0
SRR35808611_ctg442|provirus_4085068_4130200_CDS_0050	SRR35808611_ctg442|provirus_4085068_4130200	34417:34671:1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_684962_730295_CDS_0013	conserved	unknown function	default	default	0
