feature_id	locus_id	coordinates	feature_type	name	group	group_type	category	fill_colour	stroke_colour	show_label
SRR35808611_ctg1214|provirus_771119_813367_CDS_0013	SRR35808611_ctg1214|provirus_771119_813367	9164:9427:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0013	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0014	SRR35808611_ctg1214|provirus_771119_813367	9424:9675:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0014	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0015	SRR35808611_ctg1214|provirus_771119_813367	9672:10010:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0015	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0016	SRR35808611_ctg1214|provirus_771119_813367	10007:10240:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0016	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0017	SRR35808611_ctg1214|provirus_771119_813367	10310:10525:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0017	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0018	SRR35808611_ctg1214|provirus_771119_813367	10514:10747:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0018	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0019	SRR35808611_ctg1214|provirus_771119_813367	10866:11228:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0019	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0020	SRR35808611_ctg1214|provirus_771119_813367	11252:11464:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0020	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0021	SRR35808611_ctg1214|provirus_771119_813367	11521:11757:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0021	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0022	SRR35808611_ctg1214|provirus_771119_813367	11754:12368:-1	CDS	transcriptional regulator	SRR35808611_ctg1214|provirus_771119_813367_CDS_0022	conserved	transcription regulation	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0023	SRR35808611_ctg1214|provirus_771119_813367	12485:12715:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0023	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0024	SRR35808611_ctg1214|provirus_771119_813367	12715:13191:1	CDS	CII-like transcriptional activator	SRR35808611_ctg1214|provirus_771119_813367_CDS_0024	conserved	transcription regulation	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0025	SRR35808611_ctg1214|provirus_771119_813367	13188:13457:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0025	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0026	SRR35808611_ctg1214|provirus_771119_813367	13454:13714:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0026	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0027	SRR35808611_ctg1214|provirus_771119_813367	13714:16401:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0027	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0028	SRR35808611_ctg1214|provirus_771119_813367	16670:17035:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0028	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0029	SRR35808611_ctg1214|provirus_771119_813367	17167:17685:1	CDS	HNH endonuclease	SRR35808611_ctg1214|provirus_771119_813367_CDS_0029	conserved	DNA, RNA and nucleotide metabolism	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0030	SRR35808611_ctg1214|provirus_771119_813367	17685:18239:1	CDS	terminase small subunit	SRR35808611_ctg1214|provirus_771119_813367_CDS_0030	conserved	head and packaging	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0031	SRR35808611_ctg1214|provirus_771119_813367	18242:19963:1	CDS	terminase large subunit	SRR35808611_ctg1214|provirus_771119_813367_CDS_0031	conserved	head and packaging	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0032	SRR35808611_ctg1214|provirus_771119_813367	19966:21264:1	CDS	portal protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0032	conserved	head and packaging	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0033	SRR35808611_ctg1214|provirus_771119_813367	21254:22054:1	CDS	head maturation protease	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0033	conserved	head and packaging	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0034	SRR35808611_ctg1214|provirus_771119_813367	22127:23380:1	CDS	major head protein	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0034	conserved	head and packaging	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0035	SRR35808611_ctg1214|provirus_771119_813367	23467:23811:1	CDS	hypothetical protein	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0035	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0036	SRR35808611_ctg1214|provirus_771119_813367	23878:24276:1	CDS	hypothetical protein	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0036	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0037	SRR35808611_ctg1214|provirus_771119_813367	24276:25424:1	CDS	hypothetical protein	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0037	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0038	SRR35808611_ctg1214|provirus_771119_813367	25425:26960:1	CDS	hypothetical protein	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0038	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0039	SRR35808611_ctg1214|provirus_771119_813367	26965:28137:1	CDS	hypothetical protein	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0039	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0040	SRR35808611_ctg1214|provirus_771119_813367	28115:28474:1	CDS	hypothetical protein	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0040	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0041	SRR35808611_ctg1214|provirus_771119_813367	28471:29034:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0041	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0042	SRR35808611_ctg1214|provirus_771119_813367	29031:29432:1	CDS	tail terminator	SRR35808611_ctg1214|provirus_771119_813367_CDS_0042	conserved	connector	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0043	SRR35808611_ctg1214|provirus_771119_813367	29500:30711:1	CDS	minor tail protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0043	conserved	tail	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0044	SRR35808611_ctg1214|provirus_771119_813367	30813:31253:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0044	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0045	SRR35808611_ctg1214|provirus_771119_813367	31274:31606:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0045	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0046	SRR35808611_ctg1214|provirus_771119_813367	31603:35178:1	CDS	tail length tape measure protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0046	conserved	tail	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0047	SRR35808611_ctg1214|provirus_771119_813367	35175:36110:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0047	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0048	SRR35808611_ctg1214|provirus_771119_813367	36110:36811:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0048	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0049	SRR35808611_ctg1214|provirus_771119_813367	36808:37335:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0049	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0050	SRR35808611_ctg1214|provirus_771119_813367	37337:37735:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0050	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0051	SRR35808611_ctg1214|provirus_771119_813367	37795:38895:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0051	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0052	SRR35808611_ctg1214|provirus_771119_813367	38925:39200:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0052	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0053	SRR35808611_ctg1214|provirus_771119_813367	39212:39694:1	CDS	endolysin	SRR35808611_ctg1214|provirus_771119_813367_CDS_0053	conserved	lysis	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0054	SRR35808611_ctg1214|provirus_771119_813367	39696:40214:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0054	conserved	unknown function	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0055	SRR35808611_ctg1214|provirus_771119_813367	40418:40756:-1	CDS	HNH endonuclease	SRR35808611_ctg1214|provirus_771119_813367_CDS_0055	conserved	DNA, RNA and nucleotide metabolism	default	default	0
SRR35808611_ctg1214|provirus_771119_813367_CDS_0056	SRR35808611_ctg1214|provirus_771119_813367	41182:42249:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0056	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0001	SRR35809332_ctg866|provirus_3351243_3393491	1:528:-1	CDS	hypothetical protein	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0001	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0002	SRR35809332_ctg866|provirus_3351243_3393491	814:1236:-1	CDS	toxin-antitoxin system HicB-like	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0002	conserved	moron, auxiliary metabolic gene and host takeover	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0003	SRR35809332_ctg866|provirus_3351243_3393491	1330:1506:-1	CDS	toxin	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0003	conserved	moron, auxiliary metabolic gene and host takeover	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0004	SRR35809332_ctg866|provirus_3351243_3393491	1661:1933:-1	CDS	excisionase	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0004	conserved	integration and excision	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0005	SRR35809332_ctg866|provirus_3351243_3393491	2050:2724:1	CDS	hypothetical protein	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0005	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0006	SRR35809332_ctg866|provirus_3351243_3393491	2727:4397:-1	CDS	DNA methyltransferase	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0006	conserved	other	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0007	SRR35809332_ctg866|provirus_3351243_3393491	4394:4927:-1	CDS	hypothetical protein	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0007	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0008	SRR35809332_ctg866|provirus_3351243_3393491	4924:5535:-1	CDS	hypothetical protein	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0008	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0009	SRR35809332_ctg866|provirus_3351243_3393491	5532:6530:-1	CDS	deoxyribonucleoside 5' monophosphate phosphatase	SRR35808611_ctg1214|provirus_771119_813367_CDS_0009	conserved	other	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0010	SRR35809332_ctg866|provirus_3351243_3393491	6523:8271:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0010	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0011	SRR35809332_ctg866|provirus_3351243_3393491	8268:8831:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0011	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0012	SRR35809332_ctg866|provirus_3351243_3393491	8838:9161:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0012	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0013	SRR35809332_ctg866|provirus_3351243_3393491	9164:9427:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0013	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0014	SRR35809332_ctg866|provirus_3351243_3393491	9424:9675:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0014	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0015	SRR35809332_ctg866|provirus_3351243_3393491	9672:10010:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0015	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0016	SRR35809332_ctg866|provirus_3351243_3393491	10007:10240:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0016	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0017	SRR35809332_ctg866|provirus_3351243_3393491	10310:10525:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0017	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0018	SRR35809332_ctg866|provirus_3351243_3393491	10514:10747:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0018	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0019	SRR35809332_ctg866|provirus_3351243_3393491	10866:11228:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0019	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0020	SRR35809332_ctg866|provirus_3351243_3393491	11252:11464:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0020	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0021	SRR35809332_ctg866|provirus_3351243_3393491	11521:11757:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0021	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0022	SRR35809332_ctg866|provirus_3351243_3393491	11754:12368:-1	CDS	transcriptional regulator	SRR35808611_ctg1214|provirus_771119_813367_CDS_0022	conserved	transcription regulation	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0023	SRR35809332_ctg866|provirus_3351243_3393491	12485:12715:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0023	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0024	SRR35809332_ctg866|provirus_3351243_3393491	12715:13191:1	CDS	CII-like transcriptional activator	SRR35808611_ctg1214|provirus_771119_813367_CDS_0024	conserved	transcription regulation	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0025	SRR35809332_ctg866|provirus_3351243_3393491	13188:13457:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0025	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0026	SRR35809332_ctg866|provirus_3351243_3393491	13454:13714:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0026	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0027	SRR35809332_ctg866|provirus_3351243_3393491	13714:16401:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0027	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0028	SRR35809332_ctg866|provirus_3351243_3393491	16670:17035:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0028	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0029	SRR35809332_ctg866|provirus_3351243_3393491	17167:17685:1	CDS	HNH endonuclease	SRR35808611_ctg1214|provirus_771119_813367_CDS_0029	conserved	DNA, RNA and nucleotide metabolism	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0030	SRR35809332_ctg866|provirus_3351243_3393491	17685:18239:1	CDS	terminase small subunit	SRR35808611_ctg1214|provirus_771119_813367_CDS_0030	conserved	head and packaging	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0031	SRR35809332_ctg866|provirus_3351243_3393491	18242:19963:1	CDS	terminase large subunit	SRR35808611_ctg1214|provirus_771119_813367_CDS_0031	conserved	head and packaging	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0032	SRR35809332_ctg866|provirus_3351243_3393491	19966:21264:1	CDS	portal protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0032	conserved	head and packaging	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0033	SRR35809332_ctg866|provirus_3351243_3393491	21254:22054:1	CDS	head maturation protease	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0033	conserved	head and packaging	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0034	SRR35809332_ctg866|provirus_3351243_3393491	22127:23380:1	CDS	major head protein	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0034	conserved	head and packaging	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0035	SRR35809332_ctg866|provirus_3351243_3393491	23467:23811:1	CDS	hypothetical protein	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0035	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0036	SRR35809332_ctg866|provirus_3351243_3393491	23878:24276:1	CDS	hypothetical protein	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0036	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0037	SRR35809332_ctg866|provirus_3351243_3393491	24276:25424:1	CDS	hypothetical protein	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0037	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0038	SRR35809332_ctg866|provirus_3351243_3393491	25425:26960:1	CDS	hypothetical protein	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0038	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0039	SRR35809332_ctg866|provirus_3351243_3393491	26965:28137:1	CDS	hypothetical protein	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0039	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0040	SRR35809332_ctg866|provirus_3351243_3393491	28115:28474:1	CDS	hypothetical protein	SRR35809332_ctg866|provirus_3351243_3393491_CDS_0040	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0041	SRR35809332_ctg866|provirus_3351243_3393491	28471:29034:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0041	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0042	SRR35809332_ctg866|provirus_3351243_3393491	29031:29432:1	CDS	tail terminator	SRR35808611_ctg1214|provirus_771119_813367_CDS_0042	conserved	connector	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0043	SRR35809332_ctg866|provirus_3351243_3393491	29500:30711:1	CDS	minor tail protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0043	conserved	tail	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0044	SRR35809332_ctg866|provirus_3351243_3393491	30813:31253:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0044	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0045	SRR35809332_ctg866|provirus_3351243_3393491	31274:31606:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0045	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0046	SRR35809332_ctg866|provirus_3351243_3393491	31603:35178:1	CDS	tail length tape measure protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0046	conserved	tail	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0047	SRR35809332_ctg866|provirus_3351243_3393491	35175:36110:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0047	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0048	SRR35809332_ctg866|provirus_3351243_3393491	36110:36811:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0048	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0049	SRR35809332_ctg866|provirus_3351243_3393491	36808:37335:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0049	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0050	SRR35809332_ctg866|provirus_3351243_3393491	37337:37735:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0050	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0051	SRR35809332_ctg866|provirus_3351243_3393491	37795:38895:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0051	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0052	SRR35809332_ctg866|provirus_3351243_3393491	38925:39200:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0052	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0053	SRR35809332_ctg866|provirus_3351243_3393491	39212:39694:1	CDS	endolysin	SRR35808611_ctg1214|provirus_771119_813367_CDS_0053	conserved	lysis	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0054	SRR35809332_ctg866|provirus_3351243_3393491	39696:40214:1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0054	conserved	unknown function	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0055	SRR35809332_ctg866|provirus_3351243_3393491	40418:40756:-1	CDS	HNH endonuclease	SRR35808611_ctg1214|provirus_771119_813367_CDS_0055	conserved	DNA, RNA and nucleotide metabolism	default	default	0
SRR35809332_ctg866|provirus_3351243_3393491_CDS_0056	SRR35809332_ctg866|provirus_3351243_3393491	41182:42249:-1	CDS	hypothetical protein	SRR35808611_ctg1214|provirus_771119_813367_CDS_0056	conserved	unknown function	default	default	0
