feature_id	locus_id	coordinates	feature_type	name	group	group_type	category	fill_colour	stroke_colour	show_label
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0003	SRR35809155_ctg108|provirus_3612395_3652025	1106:4390:-1	CDS	central tail fiber J	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0003	conserved	tail	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0004	SRR35809155_ctg108|provirus_3612395_3652025	4387:4803:-1	CDS	minor tail protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0004	conserved	tail	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0005	SRR35809155_ctg108|provirus_3612395_3652025	4800:5312:-1	CDS	minor tail protein	SRR35809155_ctg108|provirus_3612395_3652025_CDS_0005	conserved	tail	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0006	SRR35809155_ctg108|provirus_3612395_3652025	5314:5718:-1	CDS	virion structural protein	SRR35809155_ctg108|provirus_3612395_3652025_CDS_0006	conserved	head and packaging	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0007	SRR35809155_ctg108|provirus_3612395_3652025	5729:8977:-1	CDS	tail length tape measure protein	SRR35809155_ctg108|provirus_3612395_3652025_CDS_0007	conserved	tail	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0008	SRR35809155_ctg108|provirus_3612395_3652025	8982:9089:-1	CDS	hypothetical protein	SRR35809155_ctg108|provirus_3612395_3652025_CDS_0008	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0009	SRR35809155_ctg108|provirus_3612395_3652025	9167:9652:-1	CDS	tail assembly chaperone	SRR35809332_ctg1415|provirus_2633736_2673366_CDS_0009	conserved	tail	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0010	SRR35809155_ctg108|provirus_3612395_3652025	9658:10410:-1	CDS	major tail protein with Ig-like domain	SRR35809332_ctg1415|provirus_2633736_2673366_CDS_0010	conserved	tail	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0011	SRR35809155_ctg108|provirus_3612395_3652025	10447:10629:-1	CDS	hypothetical protein	SRR35809332_ctg1415|provirus_2633736_2673366_CDS_0011	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0012	SRR35809155_ctg108|provirus_3612395_3652025	10655:11122:-1	CDS	hypothetical protein	SRR35809332_ctg1415|provirus_2633736_2673366_CDS_0012	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0013	SRR35809155_ctg108|provirus_3612395_3652025	11119:11628:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0013	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0014	SRR35809155_ctg108|provirus_3612395_3652025	11625:12281:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0014	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0015	SRR35809155_ctg108|provirus_3612395_3652025	12347:14107:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0015	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0016	SRR35809155_ctg108|provirus_3612395_3652025	14381:14602:1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0016	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0017	SRR35809155_ctg108|provirus_3612395_3652025	14584:14961:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0017	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0018	SRR35809155_ctg108|provirus_3612395_3652025	15144:17393:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0018	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0019	SRR35809155_ctg108|provirus_3612395_3652025	17390:17650:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0019	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0020	SRR35809155_ctg108|provirus_3612395_3652025	17777:18073:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0020	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0021	SRR35809155_ctg108|provirus_3612395_3652025	18073:18852:-1	CDS	head morphogenesis	SRR35808611_ctg442|provirus_3721232_3760862_CDS_0040	conserved	head and packaging	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0022	SRR35809155_ctg108|provirus_3612395_3652025	18849:19031:-1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_3721232_3760862_CDS_0039	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0023	SRR35809155_ctg108|provirus_3612395_3652025	19028:20512:-1	CDS	portal protein	SRR35808611_ctg442|provirus_3721232_3760862_CDS_0038	conserved	head and packaging	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0024	SRR35809155_ctg108|provirus_3612395_3652025	20646:22220:-1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_3721232_3760862_CDS_0037	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0025	SRR35809155_ctg108|provirus_3612395_3652025	22210:22485:-1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_3721232_3760862_CDS_0036	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0026	SRR35809155_ctg108|provirus_3612395_3652025	22485:22682:-1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_3721232_3760862_CDS_0035	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0027	SRR35809155_ctg108|provirus_3612395_3652025	22682:23227:-1	CDS	terminase small subunit	SRR35808611_ctg442|provirus_3721232_3760862_CDS_0034	conserved	head and packaging	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0028	SRR35809155_ctg108|provirus_3612395_3652025	23229:23543:-1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_3721232_3760862_CDS_0033	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0029	SRR35809155_ctg108|provirus_3612395_3652025	23540:23899:-1	CDS	lipoprotein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0029	conserved	other	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0030	SRR35809155_ctg108|provirus_3612395_3652025	23896:24225:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0030	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0031	SRR35809155_ctg108|provirus_3612395_3652025	24219:24836:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0031	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0032	SRR35809155_ctg108|provirus_3612395_3652025	24833:25060:-1	CDS	holin	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0032	conserved	lysis	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0033	SRR35809155_ctg108|provirus_3612395_3652025	25057:25323:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0033	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0034	SRR35809155_ctg108|provirus_3612395_3652025	25323:25952:-1	CDS	amidase	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0034	conserved	lysis	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0035	SRR35809155_ctg108|provirus_3612395_3652025	26026:26127:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0035	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0036	SRR35809155_ctg108|provirus_3612395_3652025	26094:26537:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0036	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0037	SRR35809155_ctg108|provirus_3612395_3652025	26604:26846:-1	CDS	hypothetical protein	SRR35809155_ctg108|provirus_3612395_3652025_CDS_0037	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0038	SRR35809155_ctg108|provirus_3612395_3652025	26900:27319:-1	CDS	late transcriptional activator	SRR35809155_ctg108|provirus_3612395_3652025_CDS_0038	conserved	transcription regulation	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0039	SRR35809155_ctg108|provirus_3612395_3652025	27322:27825:-1	CDS	hypothetical protein	SRR35809155_ctg108|provirus_3612395_3652025_CDS_0039	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0040	SRR35809155_ctg108|provirus_3612395_3652025	27822:28028:-1	CDS	hypothetical protein	SRR35809155_ctg108|provirus_3612395_3652025_CDS_0040	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0041	SRR35809155_ctg108|provirus_3612395_3652025	28019:28243:-1	CDS	hypothetical protein	SRR35809332_ctg1415|provirus_2633736_2673366_CDS_0041	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0042	SRR35809155_ctg108|provirus_3612395_3652025	28236:29354:-1	CDS	hypothetical protein	SRR35809332_ctg1415|provirus_2633736_2673366_CDS_0042	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0043	SRR35809155_ctg108|provirus_3612395_3652025	29347:29694:-1	CDS	nucleoside 2-deoxyribosyltransferase	SRR35809332_ctg1415|provirus_2633736_2673366_CDS_0043	conserved	DNA, RNA and nucleotide metabolism	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0044	SRR35809155_ctg108|provirus_3612395_3652025	29694:29939:-1	CDS	hypothetical protein	SRR35809332_ctg1415|provirus_2633736_2673366_CDS_0044	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0045	SRR35809155_ctg108|provirus_3612395_3652025	29936:30226:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0045	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0046	SRR35809155_ctg108|provirus_3612395_3652025	30291:30560:-1	CDS	DNA binding protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0046	conserved	DNA, RNA and nucleotide metabolism	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0047	SRR35809155_ctg108|provirus_3612395_3652025	30557:30811:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0047	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0048	SRR35809155_ctg108|provirus_3612395_3652025	30796:31032:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0048	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0049	SRR35809155_ctg108|provirus_3612395_3652025	31032:31649:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0049	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0050	SRR35809155_ctg108|provirus_3612395_3652025	31621:31875:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0050	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0051	SRR35809155_ctg108|provirus_3612395_3652025	31880:32260:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0051	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0052	SRR35809155_ctg108|provirus_3612395_3652025	32271:33041:-1	CDS	hypothetical protein	SRR35808553_ctg921|provirus_1054300_1093930_CDS_0052	conserved	unknown function	default	default	0
SRR35809155_ctg108|provirus_3612395_3652025_CDS_0053	SRR35809155_ctg108|provirus_3612395_3652025	33057:33392:-1	CDS	hypothetical protein	SRR35808611_ctg442|provirus_3721232_3760862_CDS_0008	conserved	unknown function	default	default	0
